fecha,tienda_id,producto_id,categoria,unidades_vendidas,temperatura_media,lluvia_mm,promocion_activa,descuento,impacto_evento,stock_actual
2024-06-23,T01,P001,Bebidas,81,24.4,0,0,0.0,0.0,86
2024-06-23,T01,P011,Bazar,4,24.4,0,0,0.0,0.0,5
2024-06-23,T02,P009,Carne,29,36.4,0,0,0.0,0.0,26
2024-06-23,T03,P007,Fruta,49,24.8,0,1,0.1,0.0,95
2024-06-23,T04,P005,Panaderia,29,25.5,0,0,0.0,0.0,42
2024-06-23,T05,P003,Lacteos,47,31.2,0,0,0.0,0.0,52
2024-06-24,T01,P001,Bebidas,95,28.4,0,0,0.0,0.0,113
2024-06-24,T01,P011,Bazar,4,28.4,0,0,0.0,0.0,6
2024-06-24,T02,P009,Carne,24,32.2,0,0,0.0,0.0,42
2024-06-24,T03,P007,Fruta,30,25.9,0,0,0.0,0.0,32
2024-06-24,T04,P005,Panaderia,37,23.4,0,0,0.0,0.0,88
2024-06-24,T05,P003,Lacteos,57,34.5,0,0,0.0,0.0,157
2024-06-25,T01,P001,Bebidas,93,30.3,0,1,0.15,0.0,195
2024-06-25,T01,P011,Bazar,4,30.3,0,0,0.0,0.0,5
2024-06-25,T02,P009,Carne,25,31.6,0,0,0.0,0.0,26
2024-06-25,T03,P007,Fruta,37,26.4,0,0,0.0,0.0,31
2024-06-25,T04,P005,Panaderia,33,28.8,0,0,0.0,0.0,77
2024-06-25,T05,P003,Lacteos,53,32.1,0,0,0.0,0.0,78
2024-06-26,T01,P001,Bebidas,88,26.4,0,0,0.0,0.0,108
2024-06-26,T01,P011,Bazar,4,26.4,0,0,0.0,0.0,8
2024-06-26,T02,P009,Carne,29,35.3,0,0,0.0,0.0,52
2024-06-26,T03,P007,Fruta,39,31.5,0,0,0.0,0.0,81
2024-06-26,T04,P005,Panaderia,33,24.6,0,0,0.0,0.0,35
2024-06-26,T05,P003,Lacteos,44,32.0,0,0,0.0,0.0,98
2024-06-27,T01,P001,Bebidas,122,30.3,0,0,0.0,0.0,126
2024-06-27,T01,P011,Bazar,6,30.3,0,0,0.0,0.0,11
2024-06-27,T02,P009,Carne,27,36.4,0,0,0.0,0.0,57
2024-06-27,T03,P007,Fruta,38,26.5,0,0,0.0,0.0,52
2024-06-27,T04,P005,Panaderia,30,27.1,0,0,0.0,0.0,49
2024-06-27,T05,P003,Lacteos,58,30.9,0,0,0.0,0.0,147
2024-06-28,T01,P001,Bebidas,123,28.8,0,0,0.0,0.0,315
2024-06-28,T01,P011,Bazar,6,28.8,0,0,0.0,0.0,11
2024-06-28,T02,P009,Carne,28,30.6,0,0,0.0,0.0,45
2024-06-28,T03,P007,Fruta,40,30.4,0,0,0.0,0.0,43
2024-06-28,T04,P005,Panaderia,35,25.9,0,0,0.0,0.0,56
2024-06-28,T05,P003,Lacteos,57,33.2,0,0,0.0,0.0,142
2024-06-29,T01,P001,Bebidas,107,22.8,0,0,0.0,0.0,89
2024-06-29,T01,P011,Bazar,5,22.8,0,0,0.0,0.0,10
2024-06-29,T02,P009,Carne,41,29.5,0,1,0.1,0.0,87
2024-06-29,T03,P007,Fruta,49,26.5,0,1,0.2,0.0,109
2024-06-29,T04,P005,Panaderia,37,22.5,0,0,0.0,0.0,56
2024-06-29,T05,P003,Lacteos,52,31.2,0,0,0.0,0.0,93
2024-06-30,T01,P001,Bebidas,75,23.1,0,0,0.0,0.0,108
2024-06-30,T01,P011,Bazar,5,23.1,0,0,0.0,0.0,11
2024-06-30,T02,P009,Carne,28,31.2,0,0,0.0,0.0,65
2024-06-30,T03,P007,Fruta,25,32.2,0,0,0.0,0.0,41
2024-06-30,T04,P005,Panaderia,31,22.4,0,0,0.0,0.0,35
2024-06-30,T05,P003,Lacteos,39,33.1,0,0,0.0,0.0,76
2024-07-01,T01,P001,Bebidas,77,26.2,0,0,0.0,0.0,171
2024-07-01,T01,P011,Bazar,4,26.2,0,0,0.0,0.0,5
2024-07-01,T02,P009,Carne,23,34.8,0,0,0.0,0.0,51
2024-07-01,T03,P007,Fruta,39,26.8,0,0,0.0,0.0,46
2024-07-01,T04,P005,Panaderia,33,25.6,0,0,0.0,0.0,82
2024-07-01,T05,P003,Lacteos,51,32.7,0,0,0.0,0.0,105
2024-07-02,T01,P001,Bebidas,85,24.2,0,0,0.0,0.0,122
2024-07-02,T01,P011,Bazar,4,24.2,0,0,0.0,0.0,5
2024-07-02,T02,P009,Carne,31,33.1,0,0,0.0,0.0,59
2024-07-02,T03,P007,Fruta,39,31.4,0,0,0.0,0.0,37
2024-07-02,T04,P005,Panaderia,44,22.8,0,0,0.0,0.0,68
2024-07-02,T05,P003,Lacteos,47,29.9,0,0,0.0,0.0,125
2024-07-03,T01,P001,Bebidas,114,24.5,0,1,0.2,0.0,309
2024-07-03,T01,P011,Bazar,5,24.5,0,0,0.0,0.0,14
2024-07-03,T02,P009,Carne,26,32.7,0,0,0.0,0.0,59
2024-07-03,T03,P007,Fruta,40,24.2,0,0,0.0,0.0,41
2024-07-03,T04,P005,Panaderia,33,28.2,0,0,0.0,0.0,31
2024-07-03,T05,P003,Lacteos,48,28.5,0,0,0.0,0.0,133
2024-07-04,T01,P001,Bebidas,100,25.6,0,0,0.0,0.0,277
2024-07-04,T01,P011,Bazar,5,25.6,0,0,0.0,0.0,7
2024-07-04,T02,P009,Carne,24,30.6,0,0,0.0,0.0,46
2024-07-04,T03,P007,Fruta,36,29.6,6.9,0,0.0,0.0,48
2024-07-04,T04,P005,Panaderia,33,24.2,0,0,0.0,0.0,41
2024-07-04,T05,P003,Lacteos,48,30.4,8.7,0,0.0,0.0,50
2024-07-05,T01,P001,Bebidas,99,24.3,0,1,0.15,0.0,179
2024-07-05,T01,P011,Bazar,3,24.3,0,0,0.0,0.0,3
2024-07-05,T02,P009,Carne,21,32.5,0,0,0.0,0.0,45
2024-07-05,T03,P007,Fruta,38,26.8,0,0,0.0,0.0,78
2024-07-05,T04,P005,Panaderia,31,24.8,0,0,0.0,0.0,37
2024-07-05,T05,P003,Lacteos,52,31.3,0,0,0.0,0.0,93
2024-07-06,T01,P001,Bebidas,137,24.4,0,1,0.15,0.0,210
2024-07-06,T01,P011,Bazar,6,24.4,0,0,0.0,0.0,9
2024-07-06,T02,P009,Carne,37,29.9,0,0,0.0,0.0,34
2024-07-06,T03,P007,Fruta,45,28.4,0,0,0.0,0.0,121
2024-07-06,T04,P005,Panaderia,45,27.5,0,0,0.0,0.0,107
2024-07-06,T05,P003,Lacteos,54,31.1,0,0,0.0,0.0,139
2024-07-07,T01,P001,Bebidas,102,25.3,0,0,0.0,0.0,283
2024-07-07,T01,P011,Bazar,4,25.3,0,0,0.0,0.0,4
2024-07-07,T02,P009,Carne,24,32.5,0,0,0.0,0.0,33
2024-07-07,T03,P007,Fruta,39,26.6,0,0,0.0,0.0,53
2024-07-07,T04,P005,Panaderia,32,24.9,0,0,0.0,0.0,55
2024-07-07,T05,P003,Lacteos,54,30.5,0,0,0.0,0.0,73
2024-07-08,T01,P001,Bebidas,88,19.6,0,0,0.0,0.0,207
2024-07-08,T01,P011,Bazar,4,19.6,0,0,0.0,0.0,7
2024-07-08,T02,P009,Carne,26,29.8,0,0,0.0,0.0,39
2024-07-08,T03,P007,Fruta,43,25.1,13.3,0,0.0,0.0,102
2024-07-08,T04,P005,Panaderia,33,24.7,0,0,0.0,0.0,28
2024-07-08,T05,P003,Lacteos,43,30.7,0,0,0.0,0.0,111
2024-07-09,T01,P001,Bebidas,102,24.4,0,0,0.0,0.0,272
2024-07-09,T01,P011,Bazar,5,24.4,0,1,0.15,0.0,5
2024-07-09,T02,P009,Carne,23,32.0,0,0,0.0,0.0,44
2024-07-09,T03,P007,Fruta,44,26.9,0,0,0.0,0.0,69
2024-07-09,T04,P005,Panaderia,52,25.6,0,1,0.2,0.0,59
2024-07-09,T05,P003,Lacteos,48,27.1,0,0,0.0,0.0,73
2024-07-10,T01,P001,Bebidas,109,27.6,0,0,0.0,0.0,214
2024-07-10,T01,P011,Bazar,5,27.6,0,0,0.0,0.0,13
2024-07-10,T02,P009,Carne,25,28.8,0,0,0.0,0.0,49
2024-07-10,T03,P007,Fruta,36,28.8,0,0,0.0,0.0,29
2024-07-10,T04,P005,Panaderia,28,25.6,0,0,0.0,0.0,41
2024-07-10,T05,P003,Lacteos,45,28.8,0,1,0.1,0.0,81
2024-07-11,T01,P001,Bebidas,96,26.0,0,1,0.1,0.0,170
2024-07-11,T01,P011,Bazar,6,26.0,0,0,0.0,0.0,16
2024-07-11,T02,P009,Carne,37,34.8,0,1,0.15,0.0,100
2024-07-11,T03,P007,Fruta,36,25.2,0,0,0.0,0.0,58
2024-07-11,T04,P005,Panaderia,32,24.4,0,0,0.0,0.0,64
2024-07-11,T05,P003,Lacteos,52,31.1,1.7,1,0.1,0.0,105
2024-07-12,T01,P001,Bebidas,149,23.6,0,1,0.2,0.0,380
2024-07-12,T01,P011,Bazar,6,23.6,0,0,0.0,0.0,6
2024-07-12,T02,P009,Carne,35,32.7,0,0,0.0,0.0,89
2024-07-12,T03,P007,Fruta,36,31.9,0,0,0.0,0.0,68
2024-07-12,T04,P005,Panaderia,47,26.7,0,0,0.0,0.0,106
2024-07-12,T05,P003,Lacteos,43,32.5,0,0,0.0,0.0,75
2024-07-13,T01,P001,Bebidas,111,25.0,0,0,0.0,0.0,308
2024-07-13,T01,P011,Bazar,5,25.0,0,0,0.0,0.0,5
2024-07-13,T02,P009,Carne,28,34.3,0,0,0.0,0.0,41
2024-07-13,T03,P007,Fruta,37,31.6,0,0,0.0,0.0,45
2024-07-13,T04,P005,Panaderia,52,23.7,0,1,0.25,0.0,101
2024-07-13,T05,P003,Lacteos,46,31.7,0,0,0.0,0.0,62
2024-07-14,T01,P001,Bebidas,97,25.4,0,0,0.0,0.0,239
2024-07-14,T01,P011,Bazar,4,25.4,0,0,0.0,0.0,6
2024-07-14,T02,P009,Carne,22,30.9,0,0,0.0,0.0,39
2024-07-14,T03,P007,Fruta,35,27.0,0,0,0.0,0.0,63
2024-07-14,T04,P005,Panaderia,29,29.6,0,0,0.0,0.0,64
2024-07-14,T05,P003,Lacteos,82,28.3,0,1,0.25,0.0,205
2024-07-15,T01,P001,Bebidas,81,24.7,0,0,0.0,0.0,107
2024-07-15,T01,P011,Bazar,4,24.7,0,0,0.0,0.0,11
2024-07-15,T02,P009,Carne,24,30.8,2.9,0,0.0,0.0,51
2024-07-15,T03,P007,Fruta,34,27.2,0,0,0.0,0.0,56
2024-07-15,T04,P005,Panaderia,27,29.8,0,1,0.1,0.0,34
2024-07-15,T05,P003,Lacteos,35,26.7,0,0,0.0,0.0,55
2024-07-16,T01,P001,Bebidas,119,25.4,0,0,0.0,0.0,177
2024-07-16,T01,P011,Bazar,5,25.4,0,0,0.0,0.0,12
2024-07-16,T02,P009,Carne,31,27.1,0,0,0.0,0.0,25
2024-07-16,T03,P007,Fruta,39,26.9,0,0,0.0,0.0,70
2024-07-16,T04,P005,Panaderia,35,28.9,0,0,0.0,0.0,68
2024-07-16,T05,P003,Lacteos,66,31.7,0,1,0.2,0.0,80
2024-07-17,T01,P001,Bebidas,112,26.7,0,1,0.25,0.0,91
2024-07-17,T01,P011,Bazar,5,26.7,0,0,0.0,0.0,6
2024-07-17,T02,P009,Carne,31,31.5,0,0,0.0,0.0,34
2024-07-17,T03,P007,Fruta,46,24.2,0,0,0.0,0.0,119
2024-07-17,T04,P005,Panaderia,28,21.8,0,0,0.0,0.0,58
2024-07-17,T05,P003,Lacteos,45,30.8,7.5,0,0.0,0.0,43
2024-07-18,T01,P001,Bebidas,115,29.2,0,0,0.0,0.0,93
2024-07-18,T01,P011,Bazar,6,29.2,0,0,0.0,0.0,6
2024-07-18,T02,P009,Carne,30,30.0,0,0,0.0,0.0,60
2024-07-18,T03,P007,Fruta,42,27.0,0,0,0.0,0.0,48
2024-07-18,T04,P005,Panaderia,38,25.2,0,0,0.0,0.0,59
2024-07-18,T05,P003,Lacteos,67,28.2,0,0,0.0,0.0,105
2024-07-19,T01,P001,Bebidas,77,23.9,0,0,0.0,0.0,143
2024-07-19,T01,P011,Bazar,6,23.9,0,0,0.0,0.0,13
2024-07-19,T02,P009,Carne,21,35.2,0,0,0.0,0.0,19
2024-07-19,T03,P007,Fruta,36,24.1,0,0,0.0,0.0,30
2024-07-19,T04,P005,Panaderia,41,26.6,0,0,0.0,0.0,106
2024-07-19,T05,P003,Lacteos,45,30.4,0,0,0.0,0.0,80
2024-07-20,T01,P001,Bebidas,115,20.6,0,0,0.0,0.0,280
2024-07-20,T01,P011,Bazar,5,20.6,0,0,0.0,0.0,12
2024-07-20,T02,P009,Carne,19,29.2,0,0,0.0,0.0,32
2024-07-20,T03,P007,Fruta,49,24.7,0,0,0.0,0.0,92
2024-07-20,T04,P005,Panaderia,33,28.0,0,0,0.0,0.0,41
2024-07-20,T05,P003,Lacteos,51,33.4,0,0,0.0,0.0,60
2024-07-21,T01,P001,Bebidas,116,26.9,3.2,1,0.25,0.0,302
2024-07-21,T01,P011,Bazar,5,26.9,3.2,0,0.0,0.0,14
2024-07-21,T02,P009,Carne,25,32.9,16.9,0,0.0,0.0,34
2024-07-21,T03,P007,Fruta,34,26.1,0,0,0.0,0.0,66
2024-07-21,T04,P005,Panaderia,31,24.3,0,0,0.0,0.0,74
2024-07-21,T05,P003,Lacteos,44,29.8,0,0,0.0,0.0,45
2024-07-22,T01,P001,Bebidas,99,21.0,0,0,0.0,0.0,180
2024-07-22,T01,P011,Bazar,6,21.0,0,0,0.0,0.0,5
2024-07-22,T02,P009,Carne,24,28.0,0,0,0.0,0.0,43
2024-07-22,T03,P007,Fruta,34,25.1,0,0,0.0,0.0,33
2024-07-22,T04,P005,Panaderia,32,27.3,0,0,0.0,0.0,57
2024-07-22,T05,P003,Lacteos,46,33.1,0,0,0.0,0.0,72
2024-07-23,T01,P001,Bebidas,85,25.7,0,0,0.0,0.0,93
2024-07-23,T01,P011,Bazar,5,25.7,0,0,0.0,0.0,12
2024-07-23,T02,P009,Carne,23,28.8,0,0,0.0,0.0,38
2024-07-23,T03,P007,Fruta,37,26.3,0,1,0.15,0.0,55
2024-07-23,T04,P005,Panaderia,31,26.8,0,0,0.0,0.0,79
2024-07-23,T05,P003,Lacteos,39,29.8,0,0,0.0,0.0,98
2024-07-24,T01,P001,Bebidas,103,26.4,9.0,1,0.1,0.0,240
2024-07-24,T01,P011,Bazar,5,26.4,9.0,0,0.0,0.0,5
2024-07-24,T02,P009,Carne,27,35.1,0,0,0.0,0.0,23
2024-07-24,T03,P007,Fruta,38,30.4,0,0,0.0,0.0,104
2024-07-24,T04,P005,Panaderia,34,24.1,0,0,0.0,0.0,82
2024-07-24,T05,P003,Lacteos,42,31.6,0,0,0.0,0.0,109
2024-07-25,T01,P001,Bebidas,89,22.3,0,1,0.25,0.0,112
2024-07-25,T01,P011,Bazar,4,22.3,0,0,0.0,0.0,6
2024-07-25,T02,P009,Carne,27,25.8,0,0,0.0,0.0,39
2024-07-25,T03,P007,Fruta,39,27.9,0,0,0.0,0.0,85
2024-07-25,T04,P005,Panaderia,38,21.9,0,0,0.0,0.0,77
2024-07-25,T05,P003,Lacteos,42,33.4,0,0,0.0,0.0,94
2024-07-26,T01,P001,Bebidas,133,23.9,0,1,0.25,0.0,151
2024-07-26,T01,P011,Bazar,5,23.9,0,0,0.0,0.0,12
2024-07-26,T02,P009,Carne,27,32.7,0,0,0.0,0.0,75
2024-07-26,T03,P007,Fruta,52,27.7,0,0,0.0,0.143,111
2024-07-26,T04,P005,Panaderia,43,27.2,0,0,0.0,0.0,101
2024-07-26,T05,P003,Lacteos,48,31.5,0,0,0.0,0.0,81
2024-07-27,T01,P001,Bebidas,99,21.7,0,0,0.0,0.0,158
2024-07-27,T01,P011,Bazar,5,21.7,0,0,0.0,0.0,10
2024-07-27,T02,P009,Carne,32,30.1,0,0,0.0,0.0,79
2024-07-27,T03,P007,Fruta,41,24.0,9.9,0,0.0,0.0,111
2024-07-27,T04,P005,Panaderia,37,23.6,4.5,0,0.0,0.0,75
2024-07-27,T05,P003,Lacteos,63,29.8,0,0,0.0,0.0,93
2024-07-28,T01,P001,Bebidas,92,27.7,0,0,0.0,0.0,224
2024-07-28,T01,P011,Bazar,4,27.7,0,0,0.0,0.0,6
2024-07-28,T02,P009,Carne,22,33.2,0,0,0.0,0.0,52
2024-07-28,T03,P007,Fruta,28,28.6,0,0,0.0,0.0,31
2024-07-28,T04,P005,Panaderia,31,23.5,0,0,0.0,0.0,71
2024-07-28,T05,P003,Lacteos,49,28.9,0,0,0.0,0.0,107
2024-07-29,T01,P001,Bebidas,99,24.9,0,0,0.0,0.0,181
2024-07-29,T01,P011,Bazar,6,24.9,0,0,0.0,0.0,10
2024-07-29,T02,P009,Carne,21,33.4,0,0,0.0,0.0,19
2024-07-29,T03,P007,Fruta,36,26.3,0,0,0.0,0.0,90
2024-07-29,T04,P005,Panaderia,30,26.9,0,0,0.0,0.0,77
2024-07-29,T05,P003,Lacteos,59,32.2,0,0,0.0,0.0,119
2024-07-30,T01,P001,Bebidas,97,19.9,0,0,0.0,0.0,229
2024-07-30,T01,P011,Bazar,4,19.9,0,0,0.0,0.0,6
2024-07-30,T02,P009,Carne,24,30.9,0,0,0.0,0.0,48
2024-07-30,T03,P007,Fruta,43,26.5,0,0,0.0,0.0,117
2024-07-30,T04,P005,Panaderia,37,27.1,0,0,0.0,0.0,66
2024-07-30,T05,P003,Lacteos,40,29.0,8.7,0,0.0,0.0,55
2024-07-31,T01,P001,Bebidas,78,24.7,16.0,0,0.0,0.0,210
2024-07-31,T01,P011,Bazar,7,24.7,16.0,0,0.0,0.0,19
2024-07-31,T02,P009,Carne,27,30.5,0,0,0.0,0.0,48
2024-07-31,T03,P007,Fruta,33,25.2,0,0,0.0,0.0,60
2024-07-31,T04,P005,Panaderia,27,25.3,2.9,0,0.0,0.0,71
2024-07-31,T05,P003,Lacteos,45,30.8,0,0,0.0,0.0,83
2024-08-01,T01,P001,Bebidas,101,23.3,0,0,0.0,0.0,117
2024-08-01,T01,P011,Bazar,5,23.3,0,0,0.0,0.0,14
2024-08-01,T02,P009,Carne,31,29.7,0,0,0.0,0.0,82
2024-08-01,T03,P007,Fruta,39,22.9,4.8,0,0.0,0.0,53
2024-08-01,T04,P005,Panaderia,29,19.9,0,0,0.0,0.0,72
2024-08-01,T05,P003,Lacteos,55,29.0,0,0,0.0,0.0,143
2024-08-02,T01,P001,Bebidas,109,20.3,0,1,0.1,0.0,125
2024-08-02,T01,P011,Bazar,5,20.3,0,0,0.0,0.0,10
2024-08-02,T02,P009,Carne,32,26.2,0,0,0.0,0.0,54
2024-08-02,T03,P007,Fruta,32,23.6,0,0,0.0,0.0,67
2024-08-02,T04,P005,Panaderia,47,23.5,0,0,0.0,0.0,84
2024-08-02,T05,P003,Lacteos,52,26.8,0,0,0.0,0.0,59
2024-08-03,T01,P001,Bebidas,114,24.5,12.5,0,0.0,0.0,189
2024-08-03,T01,P011,Bazar,7,24.5,12.5,0,0.0,0.0,14
2024-08-03,T02,P009,Carne,33,27.3,0,0,0.0,0.0,40
2024-08-03,T03,P007,Fruta,38,22.5,0,0,0.0,0.0,70
2024-08-03,T04,P005,Panaderia,41,22.6,0,1,0.15,0.0,106
2024-08-03,T05,P003,Lacteos,48,28.2,0,0,0.0,0.0,124
2024-08-04,T01,P001,Bebidas,81,18.9,6.8,0,0.0,0.0,164
2024-08-04,T01,P011,Bazar,6,18.9,6.8,0,0.0,0.0,11
2024-08-04,T02,P009,Carne,24,28.5,0,0,0.0,0.0,34
2024-08-04,T03,P007,Fruta,33,23.2,0,0,0.0,0.0,59
2024-08-04,T04,P005,Panaderia,32,18.9,0,0,0.0,0.0,80
2024-08-04,T05,P003,Lacteos,48,20.2,0,0,0.0,0.0,45
2024-08-05,T01,P001,Bebidas,94,22.7,0,0,0.0,0.0,135
2024-08-05,T01,P011,Bazar,6,22.7,0,0,0.0,0.0,6
2024-08-05,T02,P009,Carne,33,26.6,0,1,0.15,0.0,80
2024-08-05,T03,P007,Fruta,36,26.2,0,0,0.0,0.0,96
2024-08-05,T04,P005,Panaderia,55,17.8,0,1,0.1,0.0,80
2024-08-05,T05,P003,Lacteos,42,24.2,6.1,0,0.0,0.0,59
2024-08-06,T01,P001,Bebidas,68,21.4,0,0,0.0,0.0,153
2024-08-06,T01,P011,Bazar,5,21.4,0,1,0.1,0.0,9
2024-08-06,T02,P009,Carne,31,29.6,0,0,0.0,0.0,26
2024-08-06,T03,P007,Fruta,42,27.3,0,0,0.0,0.0,112
2024-08-06,T04,P005,Panaderia,31,18.9,0,0,0.0,0.0,64
2024-08-06,T05,P003,Lacteos,43,23.1,0,0,0.0,0.0,75
2024-08-07,T01,P001,Bebidas,144,20.5,0,1,0.15,0.0,345
2024-08-07,T01,P011,Bazar,5,20.5,0,0,0.0,0.0,8
2024-08-07,T02,P009,Carne,26,24.7,0,0,0.0,0.0,35
2024-08-07,T03,P007,Fruta,36,26.4,0,0,0.0,0.0,67
2024-08-07,T04,P005,Panaderia,45,17.5,0,0,0.0,0.0,53
2024-08-07,T05,P003,Lacteos,45,21.8,0,0,0.0,0.0,55
2024-08-08,T01,P001,Bebidas,78,21.3,0,0,0.0,0.0,82
2024-08-08,T01,P011,Bazar,5,21.3,0,0,0.0,0.0,12
2024-08-08,T02,P009,Carne,35,28.0,0,0,0.0,0.0,76
2024-08-08,T03,P007,Fruta,37,22.7,0,0,0.0,0.0,96
2024-08-08,T04,P005,Panaderia,33,19.4,0,0,0.0,0.0,85
2024-08-08,T05,P003,Lacteos,73,26.4,0,1,0.25,0.0,114
2024-08-09,T01,P001,Bebidas,117,18.1,0,0,0.0,0.0,193
2024-08-09,T01,P011,Bazar,7,18.1,0,0,0.0,0.0,10
2024-08-09,T02,P009,Carne,27,25.1,0,0,0.0,0.0,69
2024-08-09,T03,P007,Fruta,29,23.0,0,0,0.0,0.0,33
2024-08-09,T04,P005,Panaderia,36,20.6,0,0,0.0,0.0,75
2024-08-09,T05,P003,Lacteos,75,27.1,0,1,0.25,0.0,69
2024-08-10,T01,P001,Bebidas,118,22.8,0,0,0.0,0.35,273
2024-08-10,T01,P011,Bazar,9,22.8,0,0,0.0,0.35,8
2024-08-10,T02,P009,Carne,35,24.5,0,0,0.0,0.0,35
2024-08-10,T03,P007,Fruta,45,22.6,0,0,0.0,0.0,60
2024-08-10,T04,P005,Panaderia,33,22.4,0,0,0.0,0.0,29
2024-08-10,T05,P003,Lacteos,58,24.9,0,0,0.0,0.0,128
2024-08-11,T01,P001,Bebidas,110,22.5,0,0,0.0,0.35,135
2024-08-11,T01,P011,Bazar,6,22.5,0,0,0.0,0.35,16
2024-08-11,T02,P009,Carne,26,22.6,0,0,0.0,0.0,38
2024-08-11,T03,P007,Fruta,38,22.2,0,0,0.0,0.0,47
2024-08-11,T04,P005,Panaderia,32,19.2,0,0,0.0,0.0,57
2024-08-11,T05,P003,Lacteos,44,23.7,0,0,0.0,0.0,52
2024-08-12,T01,P001,Bebidas,128,24.7,0,0,0.0,0.35,289
2024-08-12,T01,P011,Bazar,5,24.7,0,0,0.0,0.35,7
2024-08-12,T02,P009,Carne,26,29.1,0,0,0.0,0.0,35
2024-08-12,T03,P007,Fruta,36,22.4,0,0,0.0,0.0,99
2024-08-12,T04,P005,Panaderia,28,20.7,0,0,0.0,0.0,27
2024-08-12,T05,P003,Lacteos,53,25.1,0,0,0.0,0.0,95
2024-08-13,T01,P001,Bebidas,113,21.3,0,0,0.0,0.35,204
2024-08-13,T01,P011,Bazar,8,21.3,0,1,0.2,0.35,20
2024-08-13,T02,P009,Carne,23,26.6,0,0,0.0,0.0,42
2024-08-13,T03,P007,Fruta,49,25.0,0,1,0.2,0.0,133
2024-08-13,T04,P005,Panaderia,34,21.0,0,0,0.0,0.0,46
2024-08-13,T05,P003,Lacteos,34,26.0,0,0,0.0,0.0,60
2024-08-14,T01,P001,Bebidas,122,20.0,4.1,0,0.0,0.35,328
2024-08-14,T01,P011,Bazar,8,20.0,4.1,0,0.0,0.35,13
2024-08-14,T02,P009,Carne,27,28.3,0,0,0.0,0.0,58
2024-08-14,T03,P007,Fruta,45,27.5,0,0,0.0,0.0,111
2024-08-14,T04,P005,Panaderia,32,20.4,0,0,0.0,0.0,88
2024-08-14,T05,P003,Lacteos,41,21.9,0,0,0.0,0.0,77
2024-08-15,T01,P001,Bebidas,124,19.1,12.6,0,0.0,0.35,164
2024-08-15,T01,P011,Bazar,10,19.1,12.6,0,0.0,0.35,10
2024-08-15,T02,P009,Carne,27,22.5,0,0,0.0,0.0,46
2024-08-15,T03,P007,Fruta,48,25.2,0,0,0.0,0.0,78
2024-08-15,T04,P005,Panaderia,35,19.0,0,0,0.0,0.0,62
2024-08-15,T05,P003,Lacteos,54,26.8,0,0,0.0,0.0,56
2024-08-16,T01,P001,Bebidas,220,25.7,0,1,0.2,0.35,473
2024-08-16,T01,P011,Bazar,8,25.7,0,0,0.0,0.35,11
2024-08-16,T02,P009,Carne,26,27.0,0,0,0.0,0.0,45
2024-08-16,T03,P007,Fruta,40,23.3,0,0,0.0,0.0,45
2024-08-16,T04,P005,Panaderia,41,21.4,0,0,0.0,0.0,57
2024-08-16,T05,P003,Lacteos,54,26.0,0,0,0.0,0.0,51
2024-08-17,T01,P001,Bebidas,94,22.7,0,0,0.0,0.35,171
2024-08-17,T01,P011,Bazar,6,22.7,0,0,0.0,0.35,16
2024-08-17,T02,P009,Carne,29,26.9,0,0,0.0,0.0,31
2024-08-17,T03,P007,Fruta,39,25.5,0,0,0.0,0.0,61
2024-08-17,T04,P005,Panaderia,54,25.0,0,1,0.2,0.111,100
2024-08-17,T05,P003,Lacteos,49,21.6,0,0,0.0,0.0,99
2024-08-18,T01,P001,Bebidas,68,21.9,0,0,0.0,0.0,84
2024-08-18,T01,P011,Bazar,3,21.9,0,0,0.0,0.0,7
2024-08-18,T02,P009,Carne,25,26.0,8.7,0,0.0,0.0,40
2024-08-18,T03,P007,Fruta,32,21.3,0,0,0.0,0.0,30
2024-08-18,T04,P005,Panaderia,25,21.8,0,0,0.0,0.0,55
2024-08-18,T05,P003,Lacteos,41,25.4,0,0,0.0,0.0,113
2024-08-19,T01,P001,Bebidas,110,23.3,0,1,0.1,0.0,225
2024-08-19,T01,P011,Bazar,4,23.3,0,0,0.0,0.0,6
2024-08-19,T02,P009,Carne,29,26.7,0,0,0.0,0.0,79
2024-08-19,T03,P007,Fruta,29,24.1,0,0,0.0,0.0,75
2024-08-19,T04,P005,Panaderia,44,22.6,0,1,0.2,0.0,75
2024-08-19,T05,P003,Lacteos,52,28.1,0,0,0.0,0.0,134
2024-08-20,T01,P001,Bebidas,85,22.7,0,0,0.0,0.0,210
2024-08-20,T01,P011,Bazar,4,22.7,0,0,0.0,0.0,6
2024-08-20,T02,P009,Carne,24,27.5,0,0,0.0,0.0,47
2024-08-20,T03,P007,Fruta,38,23.9,0,0,0.0,0.0,106
2024-08-20,T04,P005,Panaderia,34,21.7,0,0,0.0,0.0,87
2024-08-20,T05,P003,Lacteos,46,28.6,0,0,0.0,0.0,113
2024-08-21,T01,P001,Bebidas,75,18.8,0,0,0.0,0.0,185
2024-08-21,T01,P011,Bazar,4,18.8,0,0,0.0,0.0,10
2024-08-21,T02,P009,Carne,29,26.7,0,0,0.0,0.0,71
2024-08-21,T03,P007,Fruta,41,23.9,0,0,0.0,0.0,57
2024-08-21,T04,P005,Panaderia,31,20.5,0,0,0.0,0.0,49
2024-08-21,T05,P003,Lacteos,44,29.3,0,0,0.0,0.0,121
2024-08-22,T01,P001,Bebidas,82,23.2,0,0,0.0,0.0,110
2024-08-22,T01,P011,Bazar,5,23.2,0,0,0.0,0.0,12
