fecha,tienda_id,tienda,ciudad,producto_id,producto,categoria,unidades_vendidas,precio_unitario,ingresos,stock_actual
2024-04-27,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,40,1.65,66.0,94
2024-04-27,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,55,1.05,57.75,117
2024-04-27,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,29,2.2,63.8,72
2024-04-27,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,55,1.35,74.25,75
2024-04-27,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,24,2.1,50.4,55
2024-04-27,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,33,2.05,67.65,39
2024-04-27,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,31,2.3,71.3,76
2024-04-27,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,36,6.8,220.32,60
2024-04-27,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,24,3.1,59.52,42
2024-04-27,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,4,6.5,26.0,8
2024-04-27,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,6,2.95,17.7,12
2024-04-27,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,57,0.75,42.75,155
2024-04-27,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,38,1.65,62.7,79
2024-04-27,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,53,1.05,55.65,122
2024-04-27,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,29,2.2,63.8,62
2024-04-27,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,35,1.35,47.25,32
2024-04-27,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,25,2.1,52.5,33
2024-04-27,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,30,2.05,61.5,69
2024-04-27,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,25
2024-04-27,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,27,6.8,165.24,26
2024-04-27,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,21,3.1,52.08,37
2024-04-27,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,4,6.5,26.0,8
2024-04-27,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,4,2.95,11.8,10
2024-04-27,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,72,0.75,54.0,165
2024-04-27,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,47,1.65,77.55,58
2024-04-27,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,55,1.05,57.75,69
2024-04-27,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,31,2.2,68.2,33
2024-04-27,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,39,1.35,52.65,100
2024-04-27,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,22,2.1,46.2,26
2024-04-27,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,34,2.05,69.7,58
2024-04-27,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,28,2.3,64.4,25
2024-04-27,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,37,6.8,226.44,103
2024-04-27,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,25,3.1,62.0,64
2024-04-27,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,4,6.5,26.0,5
2024-04-27,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,6,2.95,17.7,11
2024-04-28,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,71,0.75,53.25,118
2024-04-28,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,68,1.65,89.76,80
2024-04-28,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,52,1.05,54.6,66
2024-04-28,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,35,2.2,77.0,65
2024-04-28,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,33,1.35,44.55,62
2024-04-28,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,22,2.1,46.2,53
2024-04-28,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,33,2.05,67.65,27
2024-04-28,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,37,2.3,76.59,64
2024-04-28,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,22,6.8,149.6,57
2024-04-28,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,16,3.1,49.6,37
2024-04-28,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,4,6.5,26.0,5
2024-04-28,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,4,2.95,11.8,6
2024-04-28,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,49,0.75,36.75,113
2024-04-28,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,65,1.65,85.8,143
2024-04-28,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,48,1.05,50.4,108
2024-04-28,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,30,2.2,66.0,56
2024-04-28,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,43,1.35,58.05,55
2024-04-28,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,22,2.1,46.2,61
2024-04-28,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,29,2.05,59.45,77
2024-04-28,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,33,2.3,68.31,54
2024-04-28,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,26,6.8,176.8,55
2024-04-28,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,16,3.1,49.6,22
2024-04-28,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,4,6.5,26.0,9
2024-04-28,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,4,2.95,11.8,9
2024-04-28,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,51,0.75,38.25,48
2024-04-28,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,54,1.65,71.28,128
2024-04-28,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,41,1.05,43.05,50
2024-04-28,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,20,2.2,44.0,51
2024-04-28,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,38,1.35,51.3,96
2024-04-28,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,18,2.1,37.8,42
2024-04-28,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,32,2.05,65.6,47
2024-04-28,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,30,2.3,62.1,82
2024-04-28,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,20,6.8,136.0,21
2024-04-28,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,13,3.1,40.3,15
2024-04-28,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,3,6.5,19.5,8
2024-04-28,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,4,2.95,11.8,4
2024-04-28,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,54,0.75,40.5,74
2024-04-28,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,45,1.65,59.4,74
2024-04-28,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,44,1.05,46.2,70
2024-04-28,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,27,2.2,59.4,53
2024-04-28,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,39,1.35,52.65,100
2024-04-28,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,16,2.1,33.6,31
2024-04-28,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,30,2.05,61.5,61
2024-04-28,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,24,2.3,49.68,23
2024-04-28,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,21,6.8,142.8,37
2024-04-28,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,15,3.1,46.5,38
2024-04-28,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,3,6.5,19.5,3
2024-04-28,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,5,2.95,14.75,5
2024-04-28,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,61,0.75,45.75,145
2024-04-28,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,59,1.65,77.88,107
2024-04-28,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,46,1.05,48.3,74
2024-04-28,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,27,2.2,59.4,31
2024-04-28,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,36,1.35,48.6,35
2024-04-28,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,18,2.1,37.8,18
2024-04-28,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,29,2.05,59.45,73
2024-04-28,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,32,2.3,66.24,62
2024-04-28,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,18,6.8,122.4,29
2024-04-28,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,20,3.1,62.0,43
2024-04-28,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,4,6.5,26.0,10
2024-04-28,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,4,2.95,11.8,9
2024-04-29,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,67,0.75,50.25,138
2024-04-29,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,42,1.65,69.3,109
2024-04-29,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,63,1.05,66.15,85
2024-04-29,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,32,2.2,70.4,69
2024-04-29,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,38,1.35,51.3,79
2024-04-29,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,30,2.1,63.0,59
2024-04-29,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,30,2.05,61.5,48
2024-04-29,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,61
2024-04-29,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,33,6.8,224.4,80
2024-04-29,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,22,3.1,68.2,61
2024-04-29,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,5,6.5,32.5,5
2024-04-29,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,6,2.95,17.7,14
2024-04-29,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,76,0.75,57.0,71
2024-04-29,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,41,1.65,67.65,54
2024-04-29,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,39,1.05,40.95,90
2024-04-29,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,32,2.2,70.4,53
2024-04-29,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,43,1.35,58.05,66
2024-04-29,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,21,2.1,44.1,35
2024-04-29,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,34,2.05,69.7,44
2024-04-29,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,29,2.3,66.7,46
2024-04-29,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,20,6.8,136.0,49
2024-04-29,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,17,3.1,52.7,25
2024-04-29,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,5,6.5,32.5,6
2024-04-29,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,5,2.95,14.75,10
2024-04-29,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,56,0.75,42.0,94
2024-04-29,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,38,1.65,62.7,100
2024-04-29,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,44,1.05,46.2,42
2024-04-29,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,32,2.2,70.4,81
2024-04-29,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,31,1.35,41.85,27
2024-04-29,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,22,2.1,46.2,47
2024-04-29,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,27,2.05,55.35,53
2024-04-29,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,34,2.3,78.2,95
2024-04-29,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,25,6.8,170.0,40
2024-04-29,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,17,3.1,52.7,40
2024-04-29,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,3,6.5,19.5,7
2024-04-29,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,4,2.95,11.8,10
2024-04-29,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,54,0.75,40.5,142
2024-04-29,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,37,1.65,61.05,99
2024-04-29,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,43,1.05,45.15,59
2024-04-29,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,27,2.2,59.4,49
2024-04-29,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,38,1.35,51.3,92
2024-04-29,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,21,2.1,44.1,26
2024-04-29,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,22,2.05,45.1,33
2024-04-29,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,28,2.3,64.4,70
2024-04-29,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,29,6.8,197.2,56
2024-04-29,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,16,3.1,49.6,23
2024-04-29,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,3,6.5,19.5,5
2024-04-29,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,4,2.95,11.8,5
2024-04-29,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,49,0.75,36.75,111
2024-04-29,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,33,1.65,54.45,33
2024-04-29,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,48,1.05,50.4,44
2024-04-29,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,25,2.2,55.0,31
2024-04-29,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,37,1.35,49.95,74
2024-04-29,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,25,2.1,52.5,33
2024-04-29,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,24,2.05,49.2,54
2024-04-29,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,29,2.3,66.7,27
2024-04-29,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,17,6.8,115.6,37
2024-04-29,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,22,3.1,68.2,46
2024-04-29,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,5,6.5,32.5,10
2024-04-29,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,4,2.95,11.8,5
2024-04-30,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,54,0.75,40.5,126
2024-04-30,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,36,1.65,59.4,95
2024-04-30,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,63,1.05,66.15,92
2024-04-30,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,34,2.2,74.8,67
2024-04-30,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,39,1.35,52.65,91
2024-04-30,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,25,2.1,52.5,50
2024-04-30,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,35,2.05,71.75,52
2024-04-30,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,37,2.3,85.1,104
2024-04-30,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,26,6.8,176.8,24
2024-04-30,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,19,3.1,58.9,42
2024-04-30,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,5,6.5,32.5,5
2024-04-30,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,6,2.95,17.7,6
2024-04-30,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,59,0.75,44.25,78
2024-04-30,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,36,1.65,59.4,82
2024-04-30,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,52,1.05,54.6,141
2024-04-30,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,30,2.2,66.0,76
2024-04-30,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,32,1.35,43.2,79
2024-04-30,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,23,2.1,48.3,52
2024-04-30,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,32,2.05,65.6,49
2024-04-30,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,35,2.3,80.5,89
2024-04-30,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,22,6.8,149.6,48
2024-04-30,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,16,3.1,49.6,34
2024-04-30,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,5,6.5,32.5,6
2024-04-30,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,4,2.95,11.8,7
2024-04-30,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,61,0.75,45.75,125
2024-04-30,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,42,1.65,69.3,60
2024-04-30,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,53,1.05,55.65,122
2024-04-30,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,25,2.2,55.0,55
2024-04-30,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,38,1.35,51.3,56
2024-04-30,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,20,2.1,42.0,45
2024-04-30,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,34,2.05,69.7,30
2024-04-30,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,29,2.3,66.7,57
2024-04-30,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,24,6.8,163.2,48
2024-04-30,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,15,3.1,46.5,15
2024-04-30,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,4,6.5,26.0,6
2024-04-30,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,3,2.95,8.85,8
2024-04-30,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,45,0.75,33.75,37
2024-04-30,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,32,1.65,52.8,39
2024-04-30,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,36,1.05,37.8,79
2024-04-30,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,35,2.2,77.0,55
2024-04-30,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,41,1.35,55.35,80
2024-04-30,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,18,2.1,37.8,15
2024-04-30,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,28,2.05,57.4,26
2024-04-30,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,22,2.3,50.6,41
2024-04-30,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,24,6.8,163.2,23
2024-04-30,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,16,3.1,49.6,17
2024-04-30,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,4,6.5,26.0,8
2024-04-30,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,5,2.95,14.75,11
2024-04-30,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,60,0.75,45.0,126
2024-04-30,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,47,1.65,77.55,112
2024-04-30,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,50,1.05,52.5,115
2024-04-30,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,24,2.2,52.8,63
2024-04-30,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,39,1.35,52.65,57
2024-04-30,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,21,2.1,44.1,46
2024-04-30,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,29,2.05,59.45,44
2024-04-30,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,32,2.3,73.6,61
2024-04-30,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,28,6.8,190.4,60
2024-04-30,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,22,3.1,68.2,26
2024-04-30,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,3,6.5,19.5,7
2024-04-30,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,5,2.95,14.75,12
2024-05-01,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,69,0.75,51.75,154
2024-05-01,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,42,1.65,69.3,53
2024-05-01,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,51,1.05,53.55,138
2024-05-01,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,43,2.2,70.95,87
2024-05-01,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,42,1.35,56.7,42
2024-05-01,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,26,2.1,54.6,63
2024-05-01,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,41,2.05,84.05,82
2024-05-01,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,39,2.3,71.76,43
2024-05-01,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,31,6.8,210.8,57
2024-05-01,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,20,3.1,62.0,27
2024-05-01,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,6,6.5,39.0,8
2024-05-01,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,5,2.95,14.75,11
2024-05-01,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,72,0.75,54.0,187
2024-05-01,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,49,1.65,80.85,130
2024-05-01,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,60,1.05,63.0,63
2024-05-01,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,40,2.2,66.0,87
2024-05-01,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,38,1.35,51.3,70
2024-05-01,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,28,2.1,58.8,40
2024-05-01,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,43,2.05,88.15,98
2024-05-01,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,47,2.3,86.48,108
2024-05-01,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,19,6.8,129.2,44
2024-05-01,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,19,3.1,58.9,16
2024-05-01,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,5,6.5,32.5,9
2024-05-01,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,6,2.95,17.7,13
2024-05-01,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,63,0.75,47.25,162
2024-05-01,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,43,1.65,70.95,77
2024-05-01,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,38,1.05,39.9,104
2024-05-01,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,40,2.2,66.0,79
2024-05-01,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,40,1.35,54.0,68
2024-05-01,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,23,2.1,48.3,62
2024-05-01,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,29,2.05,59.45,45
2024-05-01,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,41,2.3,75.44,57
2024-05-01,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,19,6.8,129.2,44
2024-05-01,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,18,3.1,55.8,25
2024-05-01,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,4,6.5,26.0,7
2024-05-01,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,4,2.95,11.8,11
2024-05-01,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,58,0.75,43.5,69
