fecha,tienda_id,ciudad,temperatura_media,lluvia_mm
2024-05-09,T04,Granada,21.7,0
2024-05-09,T05,Cordoba,31.7,0
2024-05-10,T01,Malaga,22.6,0
2024-05-10,T02,Sevilla,31.5,0
2024-05-10,T03,Almeria,24.6,0
2024-05-10,T04,Granada,25.1,0
2024-05-10,T05,Cordoba,30.9,0
2024-05-11,T01,Malaga,22.9,0
2024-05-11,T02,Sevilla,31.5,0
2024-05-11,T03,Almeria,29.5,0
2024-05-11,T04,Granada,24.2,0
2024-05-11,T05,Cordoba,26.5,0
2024-05-12,T01,Malaga,24.2,0
2024-05-12,T02,Sevilla,28.6,0
2024-05-12,T03,Almeria,25.0,0
2024-05-12,T04,Granada,19.6,0
2024-05-12,T05,Cordoba,28.0,0
2024-05-13,T01,Malaga,25.5,0
2024-05-13,T02,Sevilla,28.2,0
2024-05-13,T03,Almeria,27.8,0
2024-05-13,T04,Granada,22.1,0
2024-05-13,T05,Cordoba,34.6,0
2024-05-14,T01,Malaga,23.0,0
2024-05-14,T02,Sevilla,29.9,0
2024-05-14,T03,Almeria,25.5,0
2024-05-14,T04,Granada,28.6,0
2024-05-14,T05,Cordoba,27.1,0
2024-05-15,T01,Malaga,27.0,0
2024-05-15,T02,Sevilla,34.7,0
2024-05-15,T03,Almeria,28.0,0
2024-05-15,T04,Granada,24.3,0
2024-05-15,T05,Cordoba,30.9,0
2024-05-16,T01,Malaga,25.2,0
2024-05-16,T02,Sevilla,30.8,0
2024-05-16,T03,Almeria,24.0,0
2024-05-16,T04,Granada,27.3,0
2024-05-16,T05,Cordoba,31.1,0
2024-05-17,T01,Malaga,23.8,0
2024-05-17,T02,Sevilla,32.7,0
2024-05-17,T03,Almeria,27.7,0
2024-05-17,T04,Granada,24.5,0
2024-05-17,T05,Cordoba,30.6,0
2024-05-18,T01,Malaga,24.5,17.8
2024-05-18,T02,Sevilla,30.4,6.9
2024-05-18,T03,Almeria,25.4,0
2024-05-18,T04,Granada,29.1,4.3
2024-05-18,T05,Cordoba,28.6,0
2024-05-19,T01,Malaga,23.0,0
2024-05-19,T02,Sevilla,32.5,0
2024-05-19,T03,Almeria,28.6,0
2024-05-19,T04,Granada,21.4,0
2024-05-19,T05,Cordoba,30.1,0
2024-05-20,T01,Malaga,25.2,0
2024-05-20,T02,Sevilla,30.2,0
2024-05-20,T03,Almeria,25.7,0
2024-05-20,T04,Granada,24.7,0
2024-05-20,T05,Cordoba,29.0,0
2024-05-21,T01,Malaga,27.0,0
2024-05-21,T02,Sevilla,30.9,0
2024-05-21,T03,Almeria,26.1,0
2024-05-21,T04,Granada,25.6,17.7
2024-05-21,T05,Cordoba,29.6,0
2024-05-22,T01,Malaga,22.9,0
2024-05-22,T02,Sevilla,28.1,0
2024-05-22,T03,Almeria,29.2,0
2024-05-22,T04,Granada,23.9,0
2024-05-22,T05,Cordoba,30.0,0
2024-05-23,T01,Malaga,26.1,0
2024-05-23,T02,Sevilla,29.4,0
2024-05-23,T03,Almeria,28.6,0
2024-05-23,T04,Granada,21.5,0
2024-05-23,T05,Cordoba,30.3,15.2
2024-05-24,T01,Malaga,25.3,0
2024-05-24,T02,Sevilla,32.1,0
2024-05-24,T03,Almeria,26.5,17.5
2024-05-24,T04,Granada,26.0,0
2024-05-24,T05,Cordoba,26.3,0
2024-05-25,T01,Malaga,24.0,0
2024-05-25,T02,Sevilla,27.9,5.0
2024-05-25,T03,Almeria,26.6,0
2024-05-25,T04,Granada,25.7,0
2024-05-25,T05,Cordoba,32.2,0
2024-05-26,T01,Malaga,27.0,0
2024-05-26,T02,Sevilla,31.9,0
2024-05-26,T03,Almeria,24.2,0
2024-05-26,T04,Granada,21.3,0
2024-05-26,T05,Cordoba,32.2,0
2024-05-27,T01,Malaga,23.8,0
2024-05-27,T02,Sevilla,34.2,0
2024-05-27,T03,Almeria,25.2,0
2024-05-27,T04,Granada,22.6,0
2024-05-27,T05,Cordoba,26.3,0
2024-05-28,T01,Malaga,25.7,0
2024-05-28,T02,Sevilla,30.1,12.9
2024-05-28,T03,Almeria,30.4,0
2024-05-28,T04,Granada,26.4,3.4
2024-05-28,T05,Cordoba,32.4,0
2024-05-29,T01,Malaga,28.2,0
2024-05-29,T02,Sevilla,34.6,0
2024-05-29,T03,Almeria,25.8,0
2024-05-29,T04,Granada,25.1,0
2024-05-29,T05,Cordoba,34.0,0
2024-05-30,T01,Malaga,25.8,0
2024-05-30,T02,Sevilla,30.0,0
2024-05-30,T03,Almeria,28.9,0
2024-05-30,T04,Granada,25.9,8.7
2024-05-30,T05,Cordoba,27.8,0
2024-05-31,T01,Malaga,27.5,0
2024-05-31,T02,Sevilla,35.0,0
2024-05-31,T03,Almeria,26.2,4.0
2024-05-31,T04,Granada,26.5,0
2024-05-31,T05,Cordoba,29.0,0
2024-06-01,T01,Malaga,22.1,0
2024-06-01,T02,Sevilla,36.6,0
2024-06-01,T03,Almeria,27.9,0
2024-06-01,T04,Granada,26.5,0
2024-06-01,T05,Cordoba,33.5,0
2024-06-02,T01,Malaga,28.3,10.0
2024-06-02,T02,Sevilla,36.5,0
2024-06-02,T03,Almeria,28.4,16.4
2024-06-02,T04,Granada,26.9,2.5
2024-06-02,T05,Cordoba,31.8,0
2024-06-03,T01,Malaga,28.3,10.5
2024-06-03,T02,Sevilla,30.1,15.1
2024-06-03,T03,Almeria,25.2,0
2024-06-03,T04,Granada,27.4,0
2024-06-03,T05,Cordoba,32.2,0
2024-06-04,T01,Malaga,28.5,0
2024-06-04,T02,Sevilla,34.9,0
2024-06-04,T03,Almeria,26.6,0
2024-06-04,T04,Granada,29.1,0
2024-06-04,T05,Cordoba,31.5,0
2024-06-05,T01,Malaga,25.8,0
2024-06-05,T02,Sevilla,33.6,0
2024-06-05,T03,Almeria,30.2,0
2024-06-05,T04,Granada,29.2,0
2024-06-05,T05,Cordoba,26.8,0
2024-06-06,T01,Malaga,27.6,0
2024-06-06,T02,Sevilla,31.4,0
2024-06-06,T03,Almeria,27.7,0
2024-06-06,T04,Granada,27.4,0
2024-06-06,T05,Cordoba,30.0,0
2024-06-07,T01,Malaga,25.2,0
2024-06-07,T02,Sevilla,35.1,0
2024-06-07,T03,Almeria,32.3,0
2024-06-07,T04,Granada,25.8,0
2024-06-07,T05,Cordoba,29.2,0
2024-06-08,T01,Malaga,21.6,4.9
2024-06-08,T02,Sevilla,31.8,0
2024-06-08,T03,Almeria,27.4,0
2024-06-08,T04,Granada,23.5,0
2024-06-08,T05,Cordoba,30.2,0
2024-06-09,T01,Malaga,26.2,0
2024-06-09,T02,Sevilla,30.5,0
2024-06-09,T03,Almeria,29.0,0
2024-06-09,T04,Granada,27.2,0
2024-06-09,T05,Cordoba,31.5,0
2024-06-10,T01,Malaga,26.8,0
2024-06-10,T02,Sevilla,32.7,0
2024-06-10,T03,Almeria,28.8,0
2024-06-10,T04,Granada,26.3,0
2024-06-10,T05,Cordoba,33.2,0
2024-06-11,T01,Malaga,26.6,0
2024-06-11,T02,Sevilla,33.9,0
2024-06-11,T03,Almeria,27.4,0
2024-06-11,T04,Granada,25.3,0
2024-06-11,T05,Cordoba,32.8,16.0
2024-06-12,T01,Malaga,25.5,0
2024-06-12,T02,Sevilla,33.3,0
2024-06-12,T03,Almeria,25.1,0
2024-06-12,T04,Granada,26.6,0
2024-06-12,T05,Cordoba,32.1,0
2024-06-13,T01,Malaga,27.8,0
2024-06-13,T02,Sevilla,34.1,0
2024-06-13,T03,Almeria,31.9,0
2024-06-13,T04,Granada,30.3,0
2024-06-13,T05,Cordoba,33.0,0
2024-06-14,T01,Malaga,22.3,0
2024-06-14,T02,Sevilla,27.3,0
2024-06-14,T03,Almeria,24.3,0
2024-06-14,T04,Granada,27.4,0
2024-06-14,T05,Cordoba,31.7,0
2024-06-15,T01,Malaga,25.4,0
2024-06-15,T02,Sevilla,40.3,0
2024-06-15,T03,Almeria,26.9,15.9
2024-06-15,T04,Granada,25.3,0
2024-06-15,T05,Cordoba,30.3,0
2024-06-16,T01,Malaga,25.2,0
2024-06-16,T02,Sevilla,32.7,0
2024-06-16,T03,Almeria,30.1,0
2024-06-16,T04,Granada,26.7,0
2024-06-16,T05,Cordoba,30.9,0
2024-06-17,T01,Malaga,28.1,0
2024-06-17,T02,Sevilla,34.2,0
2024-06-17,T03,Almeria,28.4,0
2024-06-17,T04,Granada,26.7,0
2024-06-17,T05,Cordoba,34.6,0
2024-06-18,T01,Malaga,27.1,13.4
2024-06-18,T02,Sevilla,32.8,0
2024-06-18,T03,Almeria,26.0,0
2024-06-18,T04,Granada,30.0,0
2024-06-18,T05,Cordoba,31.4,0
2024-06-19,T01,Malaga,29.2,0
2024-06-19,T02,Sevilla,36.8,0
2024-06-19,T03,Almeria,24.9,0
2024-06-19,T04,Granada,28.4,0
2024-06-19,T05,Cordoba,33.4,0
2024-06-20,T01,Malaga,29.8,0
2024-06-20,T02,Sevilla,32.7,0
2024-06-20,T03,Almeria,25.1,0
2024-06-20,T04,Granada,28.7,0
2024-06-20,T05,Cordoba,31.7,0
2024-06-21,T01,Malaga,26.1,0
2024-06-21,T02,Sevilla,31.6,0
2024-06-21,T03,Almeria,29.0,0
2024-06-21,T04,Granada,25.4,0
2024-06-21,T05,Cordoba,31.1,16.2
2024-06-22,T01,Malaga,27.4,0
2024-06-22,T02,Sevilla,33.4,0
2024-06-22,T03,Almeria,28.7,0
2024-06-22,T04,Granada,24.0,0
2024-06-22,T05,Cordoba,33.4,0
2024-06-23,T01,Malaga,24.4,0
2024-06-23,T02,Sevilla,36.4,0
2024-06-23,T03,Almeria,24.8,0
2024-06-23,T04,Granada,25.5,0
2024-06-23,T05,Cordoba,31.2,0
2024-06-24,T01,Malaga,28.4,0
2024-06-24,T02,Sevilla,32.2,0
2024-06-24,T03,Almeria,25.9,0
2024-06-24,T04,Granada,23.4,0
2024-06-24,T05,Cordoba,34.5,0
2024-06-25,T01,Malaga,30.3,0
2024-06-25,T02,Sevilla,31.6,0
2024-06-25,T03,Almeria,26.4,0
2024-06-25,T04,Granada,28.8,0
2024-06-25,T05,Cordoba,32.1,0
2024-06-26,T01,Malaga,26.4,0
2024-06-26,T02,Sevilla,35.3,0
2024-06-26,T03,Almeria,31.5,0
2024-06-26,T04,Granada,24.6,0
2024-06-26,T05,Cordoba,32.0,0
2024-06-27,T01,Malaga,30.3,0
2024-06-27,T02,Sevilla,36.4,0
2024-06-27,T03,Almeria,26.5,0
2024-06-27,T04,Granada,27.1,0
2024-06-27,T05,Cordoba,30.9,0
2024-06-28,T01,Malaga,28.8,0
2024-06-28,T02,Sevilla,30.6,0
2024-06-28,T03,Almeria,30.4,0
2024-06-28,T04,Granada,25.9,0
2024-06-28,T05,Cordoba,33.2,0
2024-06-29,T01,Malaga,22.8,0
2024-06-29,T02,Sevilla,29.5,0
2024-06-29,T03,Almeria,26.5,0
2024-06-29,T04,Granada,22.5,0
2024-06-29,T05,Cordoba,31.2,0
2024-06-30,T01,Malaga,23.1,0
2024-06-30,T02,Sevilla,31.2,0
2024-06-30,T03,Almeria,32.2,0
2024-06-30,T04,Granada,22.4,0
2024-06-30,T05,Cordoba,33.1,0
2024-07-01,T01,Malaga,26.2,0
2024-07-01,T02,Sevilla,34.8,0
2024-07-01,T03,Almeria,26.8,0
2024-07-01,T04,Granada,25.6,0
2024-07-01,T05,Cordoba,32.7,0
2024-07-02,T01,Malaga,24.2,0
2024-07-02,T02,Sevilla,33.1,0
2024-07-02,T03,Almeria,31.4,0
2024-07-02,T04,Granada,22.8,0
2024-07-02,T05,Cordoba,29.9,0
2024-07-03,T01,Malaga,24.5,0
2024-07-03,T02,Sevilla,32.7,0
2024-07-03,T03,Almeria,24.2,0
2024-07-03,T04,Granada,28.2,0
2024-07-03,T05,Cordoba,28.5,0
2024-07-04,T01,Malaga,25.6,0
2024-07-04,T02,Sevilla,30.6,0
2024-07-04,T03,Almeria,29.6,6.9
2024-07-04,T04,Granada,24.2,0
2024-07-04,T05,Cordoba,30.4,8.7
2024-07-05,T01,Malaga,24.3,0
2024-07-05,T02,Sevilla,32.5,0
2024-07-05,T03,Almeria,26.8,0
2024-07-05,T04,Granada,24.8,0
2024-07-05,T05,Cordoba,31.3,0
2024-07-06,T01,Malaga,24.4,0
2024-07-06,T02,Sevilla,29.9,0
2024-07-06,T03,Almeria,28.4,0
2024-07-06,T04,Granada,27.5,0
2024-07-06,T05,Cordoba,31.1,0
2024-07-07,T01,Malaga,25.3,0
2024-07-07,T02,Sevilla,32.5,0
2024-07-07,T03,Almeria,26.6,0
2024-07-07,T04,Granada,24.9,0
2024-07-07,T05,Cordoba,30.5,0
2024-07-08,T01,Malaga,19.6,0
2024-07-08,T02,Sevilla,29.8,0
2024-07-08,T03,Almeria,25.1,13.3
2024-07-08,T04,Granada,24.7,0
2024-07-08,T05,Cordoba,30.7,0
2024-07-09,T01,Malaga,24.4,0
2024-07-09,T02,Sevilla,32.0,0
2024-07-09,T03,Almeria,26.9,0
2024-07-09,T04,Granada,25.6,0
2024-07-09,T05,Cordoba,27.1,0
2024-07-10,T01,Malaga,27.6,0
2024-07-10,T02,Sevilla,28.8,0
2024-07-10,T03,Almeria,28.8,0
2024-07-10,T04,Granada,25.6,0
2024-07-10,T05,Cordoba,28.8,0
2024-07-11,T01,Malaga,26.0,0
2024-07-11,T02,Sevilla,34.8,0
2024-07-11,T03,Almeria,25.2,0
2024-07-11,T04,Granada,24.4,0
2024-07-11,T05,Cordoba,31.1,1.7
2024-07-12,T01,Malaga,23.6,0
2024-07-12,T02,Sevilla,32.7,0
2024-07-12,T03,Almeria,31.9,0
2024-07-12,T04,Granada,26.7,0
2024-07-12,T05,Cordoba,32.5,0
2024-07-13,T01,Malaga,25.0,0
2024-07-13,T02,Sevilla,34.3,0
2024-07-13,T03,Almeria,31.6,0
2024-07-13,T04,Granada,23.7,0
2024-07-13,T05,Cordoba,31.7,0
2024-07-14,T01,Malaga,25.4,0
2024-07-14,T02,Sevilla,30.9,0
2024-07-14,T03,Almeria,27.0,0
2024-07-14,T04,Granada,29.6,0
2024-07-14,T05,Cordoba,28.3,0
2024-07-15,T01,Malaga,24.7,0
2024-07-15,T02,Sevilla,30.8,2.9
2024-07-15,T03,Almeria,27.2,0
2024-07-15,T04,Granada,29.8,0
2024-07-15,T05,Cordoba,26.7,0
2024-07-16,T01,Malaga,25.4,0
2024-07-16,T02,Sevilla,27.1,0
2024-07-16,T03,Almeria,26.9,0
2024-07-16,T04,Granada,28.9,0
2024-07-16,T05,Cordoba,31.7,0
2024-07-17,T01,Malaga,26.7,0
2024-07-17,T02,Sevilla,31.5,0
2024-07-17,T03,Almeria,24.2,0
2024-07-17,T04,Granada,21.8,0
2024-07-17,T05,Cordoba,30.8,7.5
2024-07-18,T01,Malaga,29.2,0
2024-07-18,T02,Sevilla,30.0,0
2024-07-18,T03,Almeria,27.0,0
2024-07-18,T04,Granada,25.2,0
2024-07-18,T05,Cordoba,28.2,0
2024-07-19,T01,Malaga,23.9,0
2024-07-19,T02,Sevilla,35.2,0
2024-07-19,T03,Almeria,24.1,0
2024-07-19,T04,Granada,26.6,0
2024-07-19,T05,Cordoba,30.4,0
2024-07-20,T01,Malaga,20.6,0
2024-07-20,T02,Sevilla,29.2,0
2024-07-20,T03,Almeria,24.7,0
2024-07-20,T04,Granada,28.0,0
2024-07-20,T05,Cordoba,33.4,0
2024-07-21,T01,Malaga,26.9,3.2
2024-07-21,T02,Sevilla,32.9,16.9
2024-07-21,T03,Almeria,26.1,0
2024-07-21,T04,Granada,24.3,0
2024-07-21,T05,Cordoba,29.8,0
2024-07-22,T01,Malaga,21.0,0
2024-07-22,T02,Sevilla,28.0,0
2024-07-22,T03,Almeria,25.1,0
2024-07-22,T04,Granada,27.3,0
2024-07-22,T05,Cordoba,33.1,0
2024-07-23,T01,Malaga,25.7,0
2024-07-23,T02,Sevilla,28.8,0
2024-07-23,T03,Almeria,26.3,0
2024-07-23,T04,Granada,26.8,0
2024-07-23,T05,Cordoba,29.8,0
2024-07-24,T01,Malaga,26.4,9.0
2024-07-24,T02,Sevilla,35.1,0
2024-07-24,T03,Almeria,30.4,0
2024-07-24,T04,Granada,24.1,0
2024-07-24,T05,Cordoba,31.6,0
2024-07-25,T01,Malaga,22.3,0
2024-07-25,T02,Sevilla,25.8,0
2024-07-25,T03,Almeria,27.9,0
2024-07-25,T04,Granada,21.9,0
2024-07-25,T05,Cordoba,33.4,0
2024-07-26,T01,Malaga,23.9,0
2024-07-26,T02,Sevilla,32.7,0
2024-07-26,T03,Almeria,27.7,0
2024-07-26,T04,Granada,27.2,0
2024-07-26,T05,Cordoba,31.5,0
2024-07-27,T01,Malaga,21.7,0
2024-07-27,T02,Sevilla,30.1,0
2024-07-27,T03,Almeria,24.0,9.9
2024-07-27,T04,Granada,23.6,4.5
2024-07-27,T05,Cordoba,29.8,0
2024-07-28,T01,Malaga,27.7,0
2024-07-28,T02,Sevilla,33.2,0
2024-07-28,T03,Almeria,28.6,0
2024-07-28,T04,Granada,23.5,0
2024-07-28,T05,Cordoba,28.9,0
2024-07-29,T01,Malaga,24.9,0
2024-07-29,T02,Sevilla,33.4,0
2024-07-29,T03,Almeria,26.3,0
2024-07-29,T04,Granada,26.9,0
2024-07-29,T05,Cordoba,32.2,0
2024-07-30,T01,Malaga,19.9,0
2024-07-30,T02,Sevilla,30.9,0
2024-07-30,T03,Almeria,26.5,0
2024-07-30,T04,Granada,27.1,0
2024-07-30,T05,Cordoba,29.0,8.7
2024-07-31,T01,Malaga,24.7,16.0
2024-07-31,T02,Sevilla,30.5,0
2024-07-31,T03,Almeria,25.2,0
2024-07-31,T04,Granada,25.3,2.9
2024-07-31,T05,Cordoba,30.8,0
2024-08-01,T01,Malaga,23.3,0
2024-08-01,T02,Sevilla,29.7,0
2024-08-01,T03,Almeria,22.9,4.8
2024-08-01,T04,Granada,19.9,0
2024-08-01,T05,Cordoba,29.0,0
2024-08-02,T01,Malaga,20.3,0
2024-08-02,T02,Sevilla,26.2,0
2024-08-02,T03,Almeria,23.6,0
2024-08-02,T04,Granada,23.5,0
2024-08-02,T05,Cordoba,26.8,0
2024-08-03,T01,Malaga,24.5,12.5
2024-08-03,T02,Sevilla,27.3,0
2024-08-03,T03,Almeria,22.5,0
2024-08-03,T04,Granada,22.6,0
2024-08-03,T05,Cordoba,28.2,0
2024-08-04,T01,Malaga,18.9,6.8
2024-08-04,T02,Sevilla,28.5,0
2024-08-04,T03,Almeria,23.2,0
2024-08-04,T04,Granada,18.9,0
2024-08-04,T05,Cordoba,20.2,0
2024-08-05,T01,Malaga,22.7,0
2024-08-05,T02,Sevilla,26.6,0
2024-08-05,T03,Almeria,26.2,0
2024-08-05,T04,Granada,17.8,0
2024-08-05,T05,Cordoba,24.2,6.1
2024-08-06,T01,Malaga,21.4,0
2024-08-06,T02,Sevilla,29.6,0
2024-08-06,T03,Almeria,27.3,0
2024-08-06,T04,Granada,18.9,0
2024-08-06,T05,Cordoba,23.1,0
2024-08-07,T01,Malaga,20.5,0
2024-08-07,T02,Sevilla,24.7,0
2024-08-07,T03,Almeria,26.4,0
2024-08-07,T04,Granada,17.5,0
2024-08-07,T05,Cordoba,21.8,0
2024-08-08,T01,Malaga,21.3,0
2024-08-08,T02,Sevilla,28.0,0
2024-08-08,T03,Almeria,22.7,0
2024-08-08,T04,Granada,19.4,0
2024-08-08,T05,Cordoba,26.4,0
2024-08-09,T01,Malaga,18.1,0
2024-08-09,T02,Sevilla,25.1,0
2024-08-09,T03,Almeria,23.0,0
2024-08-09,T04,Granada,20.6,0
2024-08-09,T05,Cordoba,27.1,0
2024-08-10,T01,Malaga,22.8,0
2024-08-10,T02,Sevilla,24.5,0
2024-08-10,T03,Almeria,22.6,0
2024-08-10,T04,Granada,22.4,0
2024-08-10,T05,Cordoba,24.9,0
2024-08-11,T01,Malaga,22.5,0
2024-08-11,T02,Sevilla,22.6,0
2024-08-11,T03,Almeria,22.2,0
2024-08-11,T04,Granada,19.2,0
2024-08-11,T05,Cordoba,23.7,0
2024-08-12,T01,Malaga,24.7,0
2024-08-12,T02,Sevilla,29.1,0
2024-08-12,T03,Almeria,22.4,0
2024-08-12,T04,Granada,20.7,0
2024-08-12,T05,Cordoba,25.1,0
2024-08-13,T01,Malaga,21.3,0
2024-08-13,T02,Sevilla,26.6,0
2024-08-13,T03,Almeria,25.0,0
2024-08-13,T04,Granada,21.0,0
2024-08-13,T05,Cordoba,26.0,0
2024-08-14,T01,Malaga,20.0,4.1
2024-08-14,T02,Sevilla,28.3,0
2024-08-14,T03,Almeria,27.5,0
2024-08-14,T04,Granada,20.4,0
2024-08-14,T05,Cordoba,21.9,0
2024-08-15,T01,Malaga,19.1,12.6
2024-08-15,T02,Sevilla,22.5,0
2024-08-15,T03,Almeria,25.2,0
2024-08-15,T04,Granada,19.0,0
2024-08-15,T05,Cordoba,26.8,0
2024-08-16,T01,Malaga,25.7,0
2024-08-16,T02,Sevilla,27.0,0
2024-08-16,T03,Almeria,23.3,0
2024-08-16,T04,Granada,21.4,0
2024-08-16,T05,Cordoba,26.0,0
2024-08-17,T01,Malaga,22.7,0
2024-08-17,T02,Sevilla,26.9,0
2024-08-17,T03,Almeria,25.5,0
2024-08-17,T04,Granada,25.0,0
2024-08-17,T05,Cordoba,21.6,0
2024-08-18,T01,Malaga,21.9,0
2024-08-18,T02,Sevilla,26.0,8.7
2024-08-18,T03,Almeria,21.3,0
2024-08-18,T04,Granada,21.8,0
2024-08-18,T05,Cordoba,25.4,0
2024-08-19,T01,Malaga,23.3,0
2024-08-19,T02,Sevilla,26.7,0
2024-08-19,T03,Almeria,24.1,0
2024-08-19,T04,Granada,22.6,0
2024-08-19,T05,Cordoba,28.1,0
2024-08-20,T01,Malaga,22.7,0
2024-08-20,T02,Sevilla,27.5,0
2024-08-20,T03,Almeria,23.9,0
2024-08-20,T04,Granada,21.7,0
2024-08-20,T05,Cordoba,28.6,0
2024-08-21,T01,Malaga,18.8,0
2024-08-21,T02,Sevilla,26.7,0
2024-08-21,T03,Almeria,23.9,0
2024-08-21,T04,Granada,20.5,0
2024-08-21,T05,Cordoba,29.3,0
2024-08-22,T01,Malaga,23.2,0
2024-08-22,T02,Sevilla,29.0,0
2024-08-22,T03,Almeria,22.9,0
2024-08-22,T04,Granada,25.0,0
2024-08-22,T05,Cordoba,21.3,0
2024-08-23,T01,Malaga,22.8,0
2024-08-23,T02,Sevilla,24.1,0
2024-08-23,T03,Almeria,24.1,0
2024-08-23,T04,Granada,27.1,0
2024-08-23,T05,Cordoba,27.1,0
2024-08-24,T01,Malaga,22.1,0
2024-08-24,T02,Sevilla,23.7,0
2024-08-24,T03,Almeria,19.7,0
2024-08-24,T04,Granada,20.5,0
2024-08-24,T05,Cordoba,26.7,0
2024-08-25,T01,Malaga,21.5,2.7
2024-08-25,T02,Sevilla,30.7,0
2024-08-25,T03,Almeria,23.4,0
2024-08-25,T04,Granada,23.5,0
2024-08-25,T05,Cordoba,25.9,0
2024-08-26,T01,Malaga,19.2,0
2024-08-26,T02,Sevilla,27.4,0
2024-08-26,T03,Almeria,26.5,0
2024-08-26,T04,Granada,24.7,0
2024-08-26,T05,Cordoba,24.5,0
2024-08-27,T01,Malaga,23.1,0
2024-08-27,T02,Sevilla,25.9,0
2024-08-27,T03,Almeria,22.7,0
2024-08-27,T04,Granada,21.6,0
2024-08-27,T05,Cordoba,24.9,0
2024-08-28,T01,Malaga,26.2,7.0
2024-08-28,T02,Sevilla,26.0,0
2024-08-28,T03,Almeria,24.5,0
2024-08-28,T04,Granada,21.1,9.9
2024-08-28,T05,Cordoba,24.1,0
2024-08-29,T01,Malaga,20.4,0
2024-08-29,T02,Sevilla,25.5,0
2024-08-29,T03,Almeria,25.4,0
2024-08-29,T04,Granada,18.6,0
2024-08-29,T05,Cordoba,26.6,0
2024-08-30,T01,Malaga,23.3,0
2024-08-30,T02,Sevilla,26.5,0
2024-08-30,T03,Almeria,22.7,0
2024-08-30,T04,Granada,20.1,0
2024-08-30,T05,Cordoba,25.6,3.7
2024-08-31,T01,Malaga,22.6,0
2024-08-31,T02,Sevilla,27.9,0
2024-08-31,T03,Almeria,19.2,0
2024-08-31,T04,Granada,22.3,13.5
2024-08-31,T05,Cordoba,25.4,0
2024-09-01,T01,Malaga,19.1,0
2024-09-01,T02,Sevilla,19.3,0
2024-09-01,T03,Almeria,17.0,0
2024-09-01,T04,Granada,18.0,0
2024-09-01,T05,Cordoba,14.5,0
2024-09-02,T01,Malaga,16.6,0
2024-09-02,T02,Sevilla,18.6,0
2024-09-02,T03,Almeria,15.8,0
2024-09-02,T04,Granada,15.1,0
2024-09-02,T05,Cordoba,19.5,0
2024-09-03,T01,Malaga,17.6,0
2024-09-03,T02,Sevilla,17.8,0
2024-09-03,T03,Almeria,19.9,0
2024-09-03,T04,Granada,16.3,0
2024-09-03,T05,Cordoba,22.0,0
2024-09-04,T01,Malaga,16.5,0
2024-09-04,T02,Sevilla,19.5,0
2024-09-04,T03,Almeria,20.6,0
2024-09-04,T04,Granada,15.7,0
2024-09-04,T05,Cordoba,18.7,0
2024-09-05,T01,Malaga,16.9,0
2024-09-05,T02,Sevilla,21.8,0
2024-09-05,T03,Almeria,17.8,0
2024-09-05,T04,Granada,15.9,0
2024-09-05,T05,Cordoba,17.5,0
2024-09-06,T01,Malaga,20.5,0
2024-09-06,T02,Sevilla,19.9,0
2024-09-06,T03,Almeria,17.7,0
2024-09-06,T04,Granada,14.6,9.3
2024-09-06,T05,Cordoba,17.8,6.3
2024-09-07,T01,Malaga,19.8,0
2024-09-07,T02,Sevilla,17.2,0
2024-09-07,T03,Almeria,20.0,0
2024-09-07,T04,Granada,16.6,2.2
2024-09-07,T05,Cordoba,24.0,0
2024-09-08,T01,Malaga,18.0,0
2024-09-08,T02,Sevilla,19.8,0
2024-09-08,T03,Almeria,20.8,0
2024-09-08,T04,Granada,10.8,0
2024-09-08,T05,Cordoba,20.0,0
2024-09-09,T01,Malaga,18.3,0
2024-09-09,T02,Sevilla,21.8,0
2024-09-09,T03,Almeria,13.8,0
2024-09-09,T04,Granada,16.6,0
2024-09-09,T05,Cordoba,22.5,0
2024-09-10,T01,Malaga,16.3,0
2024-09-10,T02,Sevilla,19.8,15.9
2024-09-10,T03,Almeria,18.4,0
2024-09-10,T04,Granada,17.5,0
2024-09-10,T05,Cordoba,21.5,0
2024-09-11,T01,Malaga,15.8,0
2024-09-11,T02,Sevilla,20.3,0
2024-09-11,T03,Almeria,17.9,0
2024-09-11,T04,Granada,18.3,0
2024-09-11,T05,Cordoba,18.6,0
2024-09-12,T01,Malaga,18.6,0
2024-09-12,T02,Sevilla,14.4,0
2024-09-12,T03,Almeria,20.3,0
2024-09-12,T04,Granada,14.9,0
2024-09-12,T05,Cordoba,15.6,0
2024-09-13,T01,Malaga,19.8,0
2024-09-13,T02,Sevilla,24.1,0
2024-09-13,T03,Almeria,18.7,0
2024-09-13,T04,Granada,15.6,0
2024-09-13,T05,Cordoba,19.4,1.7
2024-09-14,T01,Malaga,19.3,0
2024-09-14,T02,Sevilla,18.5,0
2024-09-14,T03,Almeria,17.7,0
2024-09-14,T04,Granada,17.0,0
2024-09-14,T05,Cordoba,21.7,0
2024-09-15,T01,Malaga,15.1,0
2024-09-15,T02,Sevilla,19.5,0
2024-09-15,T03,Almeria,24.5,0
2024-09-15,T04,Granada,16.4,0
2024-09-15,T05,Cordoba,18.9,0
2024-09-16,T01,Malaga,18.4,15.2
2024-09-16,T02,Sevilla,17.9,0
2024-09-16,T03,Almeria,20.2,0
2024-09-16,T04,Granada,15.3,0
2024-09-16,T05,Cordoba,20.7,0
2024-09-17,T01,Malaga,16.1,5.3
